age,workclass,fnlwgt
30,Private,84119
20,Private,223515
37,Private,372525
32,Private,116365
36,Private,111268
54,Private,225599
78,?,83511
46,Self-emp-not-inc,199596
18,Private,301867
57,Private,191983
37,Private,105803
43,Private,456236
45,Private,116255
32,Private,235109
38,Federal-gov,91716
25,Private,121102
70,Private,235781
40,Private,136986
40,Self-emp-not-inc,33658
20,Private,53878
29,Private,200928
24,Private,173736
28,Private,214385
58,Private,102509
38,Private,173047
59,Self-emp-not-inc,241297
18,Private,329054
40,Private,274158
39,Self-emp-inc,241153
35,Private,200117
45,Private,229516
62,?,250091
24,State-gov,247075
22,Private,315524
23,Private,126945
39,Self-emp-not-inc,29874
28,Private,115579
51,Private,29580
44,Private,56483
73,?,89852
24,Private,420779
24,Private,255474
52,Private,241444
43,Private,85995
67,Self-emp-inc,116986
31,Private,217962
36,Private,20507
43,Private,184099
31,Private,117816
23,Private,263899
26,Private,45869
48,Private,186539
40,Private,326310
55,Local-gov,84564
49,Private,247294
34,Private,72793
29,Private,261375
50,Private,77905
19,Private,66838
63,State-gov,194682
66,Private,180211
65,?,79272
60,Private,101198
60,Private,80574
19,Private,198663
26,Self-emp-inc,160340
75,Self-emp-not-inc,205860
58,State-gov,69579
18,Self-emp-not-inc,379242
65,Private,113323
50,Self-emp-not-inc,312477
26,Private,259505
45,Federal-gov,171335
19,?,541282
29,Federal-gov,155970
52,Private,99682
23,Private,117789
21,Private,296158
48,Local-gov,78859
59,?,188070
50,Private,189811
41,State-gov,518030
32,Private,360593
40,Private,145504
19,Private,459248
30,?,288419
42,State-gov,126094
23,Private,209483
37,Self-emp-not-inc,32239
21,Private,210355
28,Private,84547
50,?,260579
20,Private,105585
21,Private,132320
21,Private,129172
45,Self-emp-not-inc,222374
49,Self-emp-inc,201498
53,Self-emp-inc,251675
41,Private,114157
48,Local-gov,148121
73,?,84053
34,Private,96480
24,Private,179423
58,State-gov,123329
41,Private,134130
53,Private,188644
40,Private,226388
28,Self-emp-not-inc,209205
32,Private,209808
44,Self-emp-inc,56236
18,Private,28648
37,State-gov,34996
43,Private,281422
22,Private,214716
28,Private,314177
51,Private,112310
63,Private,203783
29,Private,205499
44,Private,145441
44,Private,155701
37,State-gov,186934
62,Federal-gov,209433
31,Private,80933
20,Private,102607
48,Private,254809
24,Self-emp-not-inc,102942
56,State-gov,175057
36,Federal-gov,68781
29,Private,108594
34,Private,98283
39,Private,56269
29,Private,152503
38,Self-emp-inc,206951
23,Private,82393
37,Private,167396
30,Self-emp-not-inc,123397
58,?,147653
42,Private,118652
59,Local-gov,114401
45,Private,186272
46,Private,182689
25,Private,231016
41,Self-emp-inc,60949
49,Private,129513
37,Private,84306
31,Private,117507
22,Private,88050
22,Private,305498
17,Private,295308
47,Private,114459
17,Private,176017
39,Private,248445
23,Private,214542
41,Private,384508
36,Federal-gov,403489
52,Private,143953
21,Private,254904
33,Private,98995
17,?,237078
41,Private,193995
19,Private,205829
38,Federal-gov,205852
24,Private,37072
38,Private,275338
39,State-gov,122353
19,Private,100009
31,?,37030
42,Private,135056
36,Private,135162
29,Private,280618
17,Private,226717
47,Local-gov,173938
24,Private,291355
61,Federal-gov,160155
40,Self-emp-not-inc,29762
31,?,82473
59,Private,172071
29,Private,166210
26,Private,330263
46,Private,247043
56,Federal-gov,155238
25,Private,130557
17,Private,56986
29,Private,220692
23,Private,121650
67,Private,174603
29,Private,341846
33,Private,99339
32,Private,34437
34,Private,141058
49,Private,192323
54,Self-emp-not-inc,117674
39,Private,28572
41,Private,120277
31,Private,164309
47,Federal-gov,102771
27,Private,147951
23,Private,188409
44,Private,173888
25,Private,247006
23,Private,82889
52,Private,259363
62,Federal-gov,159165
31,Private,112062
19,Private,299050
22,?,186452
53,Private,548580
25,Private,234057
45,Private,241350
69,Private,108196
49,Private,278322
42,Private,157443
44,Self-emp-not-inc,37618
56,Local-gov,238582
37,State-gov,28887
37,Private,77820
22,Private,110946
34,Local-gov,230420
36,Private,206521
54,?,156877
28,Local-gov,283227
28,Private,141957
36,Private,58337
73,Local-gov,161027
37,Self-emp-not-inc,31670
24,Private,205844
30,State-gov,46144
38,Private,168055
50,Private,98350
69,?,182668
43,Private,208613
42,Private,334522
54,State-gov,187686
27,State-gov,365916
39,Private,190719
27,Private,218184
30,Private,222162
30,Private,148524
37,Private,267085
50,Federal-gov,307555
36,Private,229180
22,Private,279041
21,Private,312017
33,Private,54782
76,Private,70697
22,?,263970
37,Private,188774
34,Private,302770
29,Private,183639
29,Private,178551
28,Private,175343
73,Self-emp-not-inc,190078
43,Private,117627
39,Private,108419
74,Private,183701
27,State-gov,208406
47,Private,148884
90,Private,87285
47,Private,199058
42,Private,173628
69,Private,370837
18,?,179484
23,Private,342769
44,Local-gov,65145
41,Private,150533
47,Local-gov,272182
43,Private,403467
33,Private,252168
48,Private,80430
39,Private,189623
43,Private,115806
18,?,28357
52,Private,226084
18,Private,150817
27,Self-emp-inc,190911
27,Self-emp-inc,120126
45,Local-gov,255559
79,?,142370
24,Private,173679
25,Private,35854
42,Self-emp-not-inc,82161
63,Self-emp-not-inc,129845
40,Private,226505
47,Private,151584
42,Private,136419
42,Private,66460
63,Local-gov,379940
37,Local-gov,102936
65,Private,205309
30,?,156890
62,Private,208711
46,Private,137547
23,Private,220168
47,Local-gov,37672
20,Private,196643
21,?,355686
28,Private,197484
61,Local-gov,115023
30,State-gov,234824
30,State-gov,361497
29,Private,351871
39,Private,324231
23,Private,123490
32,Private,188245
63,Private,50349
19,Self-emp-not-inc,47176
57,State-gov,290661
41,Private,221172
23,Private,188950
30,Private,356882
43,Self-emp-inc,150533
64,Self-emp-not-inc,167149
56,Private,301835
32,Private,313729
55,Private,130957
17,Private,197732
17,Private,250541
29,Private,218785
23,?,232512
37,Private,194630
39,Private,38721
36,Private,201519
50,Private,279337
41,?,27187
31,Private,87560
71,?,100820
56,Private,208431
51,Private,143822
20,Private,163205
53,Private,171924
33,State-gov,137616
27,Private,156516
40,Private,119101
45,Private,117556
54,Private,147863
33,Self-emp-not-inc,24504
27,?,157624
36,Private,181721
42,Local-gov,55363
33,Private,92865
19,Private,258633
52,Federal-gov,221532
41,Local-gov,183224
30,Private,381153
22,Private,300871
47,Private,33710
26,Private,158333
36,Private,288103
35,Private,108907
46,Private,358533
24,Private,126613
30,Private,164190
38,Private,199816
50,Private,98228
41,Local-gov,129060
38,Private,22245
36,Private,226918
47,Private,398652
59,Private,268840
35,?,103710
59,Private,91384
52,Private,174767
37,Self-emp-inc,126675
52,Private,82285
51,Private,177727
67,Self-emp-not-inc,345236
58,?,347692
68,Private,156000
71,Private,228806
49,Local-gov,184428
35,Local-gov,102938
18,Private,161063
29,Private,253752
47,Self-emp-not-inc,274800
31,Private,129804
22,Federal-gov,65547
20,Private,107658
57,Private,161097
18,Private,118376
32,Private,131224
39,Private,120985
37,Private,215392
51,Private,63685
48,Private,131826
39,Private,211440
35,Private,31023
40,Private,145439
19,Private,255161
28,Private,411950
23,Private,275818
18,Private,318082
23,Local-gov,287988
47,Local-gov,138342
42,Federal-gov,115932
25,Private,60358
17,Private,140117
34,Private,158040
30,Self-emp-inc,321990
29,Private,232784
22,Private,349368
46,Federal-gov,325573
69,Private,140176
50,Private,128478
19,?,318264
59,Private,147989
45,Federal-gov,155659
41,State-gov,288433
47,Federal-gov,329205
64,Private,171373
29,Private,228860
29,Private,196116
17,Private,47771
24,Private,201680
28,Private,337378
35,Private,246449
48,Private,227714
36,Private,177285
38,Private,71701
49,Private,30219
42,Private,280167
36,Self-emp-inc,27408
25,Private,167031
41,Private,173682
35,Self-emp-not-inc,278557
32,Private,113688
41,Self-emp-not-inc,252986
48,Private,33669
56,Private,100776
47,Self-emp-not-inc,177457
30,State-gov,312767
51,Private,43354
22,Self-emp-inc,375422
49,Self-emp-not-inc,263568
67,?,74335
26,Private,302097
35,Private,248010
37,?,87369
34,Private,405577
51,State-gov,167065
26,Private,102476
28,Federal-gov,526528
32,Private,175878
55,Private,213894
17,Private,150262
40,Private,75363
38,Private,272671
67,Self-emp-inc,411007
44,Private,222434
26,Private,180246
25,Private,171236
45,Private,367037
38,Private,304651
62,Private,97017
20,Private,146879
45,State-gov,320818
47,Self-emp-not-inc,84735
49,Private,184428
36,Private,326886
24,?,169624
29,Private,212102
23,Private,175837
50,Private,177487
44,Private,286750
44,Private,171424
32,Private,194981
73,Private,199362
24,Private,204226
46,State-gov,72506
61,Self-emp-inc,61040
37,Federal-gov,194630
29,Private,391867
40,Private,94080
17,Private,289405
30,Private,170130
19,Private,158118
30,Private,447739
90,?,39824
76,?,312500
47,Private,223342
65,?,293385
25,Private,106377
41,Private,66118
47,Private,274883
27,Local-gov,123773
42,Local-gov,70655
49,Private,177426
37,Private,200374
19,State-gov,159269
24,Private,235894
34,Local-gov,97723
33,Private,167309
44,Self-emp-not-inc,98106
37,Federal-gov,22201
45,Private,108993
35,Private,265954
58,Self-emp-inc,100960
45,Private,170092
54,Private,326156
45,Private,216932
69,Private,36956
24,Private,214014
36,Private,99872
61,State-gov,151459
57,Self-emp-inc,161662
56,Private,367200
35,Private,86648
51,Local-gov,168539
50,Private,140741
25,Private,197651
46,Private,123053
23,Private,330571
44,Private,204235
38,State-gov,346766
35,?,257250
25,Private,163396
78,?,135839
18,Private,36251
40,Private,149102
61,?,222395
31,State-gov,29152
33,Private,79303
35,Private,272338
55,State-gov,200497
19,Private,148392
31,Private,164243
43,State-gov,129298
49,Local-gov,174981
48,Local-gov,328610
27,Private,77774
38,State-gov,134069
35,Private,209214
29,Private,153805
27,Private,168827
31,Private,373432
26,Private,57600
53,Self-emp-not-inc,302847
23,Private,227594
32,Federal-gov,44777
54,?,133963
36,Private,279615
22,Private,276133
62,Private,136314
41,Private,204410
59,Self-emp-inc,223215
43,Private,184625
34,Self-emp-inc,265917
27,Private,158647
35,Private,22055
41,Local-gov,176716
42,Private,270721
24,Private,100321
35,Private,79050
40,Local-gov,42703
46,Private,116952
45,Private,331643
33,Private,207937
68,Private,223486
33,Private,340332
23,Private,184813
42,Self-emp-not-inc,32185
30,Private,197886
35,State-gov,248374
40,Private,382499
36,State-gov,108320
46,Self-emp-inc,161386
49,Local-gov,110172
41,Private,144032
26,Private,224426
37,Private,230408
50,Local-gov,20795
20,Private,174714
59,State-gov,398626
30,Private,149531
23,Private,34113
44,Local-gov,323790
28,Private,331381
48,Private,160647
34,Private,339142
58,Private,164857
33,Local-gov,267859
38,Private,167725
49,Federal-gov,586657
67,Self-emp-not-inc,105907
23,Private,200677
42,Private,193882
54,Private,138026
49,Private,122385
35,Private,49020
26,Private,283715
31,Private,286406
36,Private,166416
25,Private,156334
35,Local-gov,45607
40,Local-gov,112362
52,Private,200419
42,State-gov,341638
25,?,34161
50,Self-emp-not-inc,127151
52,Private,321959
51,Local-gov,35211
19,Private,214935
43,Private,132130
57,Private,222247
35,Private,165799
30,Private,257874
38,Private,357173
45,State-gov,305739
23,Private,172047
22,Private,110677
21,?,405684
60,Private,82388
45,Private,289230
26,Private,101812
49,State-gov,336509
29,Private,383402
47,Private,328216
40,Private,280362
34,Private,212064
42,Private,173704
33,Private,433375
63,Self-emp-not-inc,106551
53,Private,22418
38,Private,54816
44,Private,358199
43,Private,190044
26,Private,97698
56,Private,53366
39,Private,236136
44,Private,326232
34,Private,581071
40,Private,220589
38,Federal-gov,161463
44,Private,95255
34,Federal-gov,223267
22,Private,236769
58,Self-emp-inc,229498
43,Private,177083
23,Private,287681
41,Private,49797
44,Private,174051
32,Private,194901
38,Local-gov,252250
47,Private,191277
24,Private,174907
39,Private,167140
32,Private,236543
40,Private,214242
34,Private,216864
34,Private,245211
57,Private,437727
71,Private,200418
45,Local-gov,167334
54,Private,146834
26,Private,78424
37,Private,182675
28,Self-emp-not-inc,38079
42,Private,115178
45,Private,195949
37,Private,167415
57,Private,223214
39,Private,22245
45,State-gov,81853
30,Private,147921
27,Private,29261
44,Private,257758
44,State-gov,136546
38,Private,205493
19,Private,71650
39,Private,150217
55,Self-emp-inc,258648
17,Private,114798
43,Private,186188
36,Local-gov,175255
45,Private,249935
44,Private,120277
26,Private,193165
32,Private,185027
21,Private,221418
43,Federal-gov,56063
34,Private,153927
33,State-gov,163110
40,Self-emp-inc,175696
46,Private,143189
20,?,114969
54,State-gov,32778
23,Private,150683
58,Self-emp-inc,78104
25,Private,335005
50,Local-gov,311551
42,Self-emp-not-inc,201520
25,Private,124111
60,Private,166386
43,State-gov,117471
25,Private,361307
31,Private,142038
35,Private,276552
48,Private,50402
43,Self-emp-not-inc,174090
27,Private,277760
24,Private,24243
44,Self-emp-inc,151089
52,Self-emp-not-inc,165278
49,Private,182752
31,Private,173002
59,Private,261232
27,Private,164607
38,Self-emp-not-inc,129573
51,Federal-gov,36186
24,Private,325744
58,Self-emp-inc,329793
46,Private,133616
55,Private,83401
76,Private,239880
25,Private,201737
51,Private,192182
33,Private,143540
46,Private,28334
51,Private,245873
42,Local-gov,199095
53,Private,104461
33,Local-gov,183923
30,Private,129707
41,Local-gov,575442
42,State-gov,184682
34,Private,69251
31,Private,225507
46,Private,167515
35,Private,407068
40,Private,170019
46,Local-gov,125892
43,Local-gov,35824
35,Private,67083
23,Private,107801
50,Self-emp-not-inc,95577
43,Private,118536
61,Private,198078
29,Private,78261
21,Private,234108
36,Local-gov,241998
40,Private,92717
23,Private,257683
90,Private,40388
24,Private,55424
20,Private,169600
40,Local-gov,319271
37,Self-emp-not-inc,75050
31,Private,182896
22,Private,188274
25,Private,211497
46,Private,113806
47,Local-gov,172246
48,Local-gov,219962
36,?,186815
26,?,132749
28,Private,209801
20,State-gov,178517
51,Private,169364
32,Federal-gov,164707
55,Private,144084
41,Local-gov,133692
46,Private,184169
45,Self-emp-inc,145290
65,Local-gov,24824
45,Private,178319
22,Private,235829
22,?,196280
42,Self-emp-not-inc,54202
37,Private,220237
24,Private,59146
67,Private,64148
28,Private,196621
56,Private,195668
31,State-gov,263000
33,Private,554986
52,?,108211
45,Private,217654
53,Private,139671
47,Private,102771
40,Private,213019
35,Private,228493
65,Self-emp-not-inc,22907
42,Private,24364
23,Federal-gov,41432
39,Private,235259
39,Private,343476
37,Private,326886
25,Private,248313
31,Self-emp-not-inc,30290
39,Private,188540
39,Private,237943
25,Private,198870
30,Private,233980
37,Private,171090
22,Private,353039
46,Federal-gov,213140
54,Private,188136
33,Private,130057
70,State-gov,345339
36,Private,182074
53,Local-gov,176557
55,State-gov,71630
17,Private,159849
36,Private,183425
36,Self-emp-not-inc,125933
40,Local-gov,180123
36,Private,592930
28,Private,183802
39,Private,77005
49,Private,80914
63,Self-emp-inc,165667
61,Private,123991
48,Self-emp-inc,181307
55,Private,124137
18,?,137363
20,Private,291979
49,Private,91251
27,Federal-gov,148153
37,Private,131463
32,State-gov,127651
33,Self-emp-inc,239018
47,Private,276087
34,Private,386877
61,Private,210464
25,Private,632834
26,Private,245465
18,Private,198087
35,Private,27408
36,Private,242713
56,Private,314727
40,State-gov,269733
24,Private,177287
66,Private,167711
42,Private,112181
28,Private,339002
39,State-gov,24721
65,Self-emp-not-inc,37092
20,Private,216563
52,Private,204447
24,?,151153
39,Private,187089
18,Private,423052
49,Private,169180
21,Private,104981
35,?,120074
38,Private,269323
55,Private,141549
27,Private,214858
34,Private,173524
54,Local-gov,365049
38,Private,60355
32,Private,86808
33,State-gov,174171
32,Federal-gov,504951
34,Private,294064
46,Private,120131
48,Private,199058
23,Private,152328
48,Federal-gov,88564
67,Private,95113
36,Private,247558
25,Private,178421
43,Private,484861
27,Local-gov,225291
56,Private,205735
54,Self-emp-not-inc,58898
39,Private,355468
60,Self-emp-not-inc,184362
27,Private,347513
21,Private,138768
24,Private,29810
31,Private,126501
22,Private,60783
26,Private,179772
45,Self-emp-inc,281911
33,Private,70447
55,?,449576
29,Private,327964
72,Private,496538
35,Self-emp-not-inc,153066
53,State-gov,77651
40,Private,119493
20,Private,256240
69,Private,177374
41,Local-gov,37848
45,Private,129336
27,Private,183511
46,Self-emp-inc,120131
55,Private,190508
31,Private,363130
45,Private,240356
64,Private,133166
38,Private,32916
17,Private,117477
33,Private,34748
22,Private,459463
23,Private,95989
25,Private,118088
33,Private,150570
31,?,505438
37,Private,179731
53,Private,122109
28,Local-gov,163942
33,Private,106670
41,Private,123403
61,Self-emp-inc,119986
25,Private,66622
20,?,40060
35,Private,260578
64,Local-gov,96076
28,Private,70604
39,Self-emp-not-inc,230329
53,Private,49715
28,Private,116531
38,Federal-gov,214542
25,Local-gov,335005
19,Private,258633
20,Private,203240
27,Private,104457
55,Local-gov,99131
52,State-gov,125796
21,?,479482
30,Private,167790
47,Private,133758
22,Private,106843
24,Private,117959
26,Private,174921
27,Private,134152
57,Private,99364
18,Local-gov,155905
30,Private,467108
34,Self-emp-not-inc,304622
40,Private,198692
60,Private,178050
25,Private,162687
39,Private,113151
48,Private,158924
27,Self-emp-not-inc,141795
33,Self-emp-not-inc,33404
65,Self-emp-inc,178771
52,Private,168553
27,Private,110648
32,Private,151053
45,Self-emp-not-inc,142871
18,?,343161
27,Private,183523
57,Self-emp-not-inc,222216
44,Private,121874
30,Private,467108
26,Private,34393
28,Federal-gov,42003
61,Private,180418
49,Self-emp-not-inc,199590
33,Private,144949
50,Private,155594
53,Self-emp-not-inc,162576
33,Private,232475
22,Private,269474
45,Local-gov,140644
26,?,39640
50,?,346014
47,Self-emp-not-inc,159726
52,Federal-gov,290856
57,Private,217886
21,?,199915
58,Private,106546
50,Local-gov,220640
33,Federal-gov,88913
34,Self-emp-not-inc,288486
20,Private,227411
37,Local-gov,99935
57,Private,201112
57,Self-emp-not-inc,123778
21,Private,204596
40,Private,190290
23,Private,196674
54,Private,108435
38,Private,186359
32,Private,137076
22,State-gov,262819
27,Private,171655
42,Private,183319
36,Private,127306
22,Private,68678
40,State-gov,140108
26,Private,263444
46,State-gov,265554
28,Private,410216
46,State-gov,20534
55,Private,188917
76,Private,98695
27,Private,411950
50,Private,237819
75,Private,187424
42,Federal-gov,198316
36,Local-gov,139703
51,Private,152596
43,Private,194726
44,Private,82601
20,?,229843
60,Private,122276
47,State-gov,188386
73,Private,92298
27,Private,390657
50,Private,89041
35,Private,314897
31,Private,166343
45,Private,88781
57,Private,41762
34,Private,849857
19,Private,307496
25,Private,324372
39,Private,99270
28,Private,160731
48,State-gov,148306
38,Private,259019
53,Private,224894
19,Private,258470
41,Private,197919
23,Private,213719
32,Private,226535
35,Private,146042
21,Private,180339
24,Private,99970
34,Private,300687
29,Local-gov,219906
24,Private,122234
55,Private,158641
28,Private,239539
46,Local-gov,102308
38,Private,186934
29,Private,234447
35,Private,125933
29,Private,142760
41,State-gov,309056
40,Self-emp-not-inc,48859
30,Private,110594
72,Private,426562
17,Private,169037
46,Self-emp-inc,123075
38,Private,195744
36,Private,81896
24,Self-emp-not-inc,172047
28,Private,253814
28,Private,66473
60,?,56248
42,Local-gov,271521
48,Private,265295
37,Self-emp-not-inc,174308
32,Private,196342
55,Private,223594
30,Private,149787
68,Private,124686
45,Private,50163
26,Private,175789
22,Private,218215
22,Private,166371
36,Private,169469
52,Private,145081
68,Private,214521
26,Local-gov,287233
52,Private,201310
46,Self-emp-not-inc,197836
53,Private,158294
17,Private,127366
29,Private,203697
41,Private,168730
45,Private,165232
57,Private,175942
30,Federal-gov,356689
46,Private,132912
45,Private,187226
59,?,254765
40,Private,202565
38,State-gov,103925
22,Private,112164
59,Self-emp-not-inc,70623
36,Private,102729
40,Private,558944
18,Private,256967
62,?,144583
63,Private,102412
29,Private,159788
27,Private,55743
47,State-gov,148171
20,Local-gov,271354
48,Private,98524
29,Private,272913
22,Private,324445
42,Private,155469
36,Private,102945
60,Private,291904
41,Federal-gov,186601
43,Private,172401
33,Private,193285
34,Private,176244
32,Private,117779
22,?,34616
52,Private,169182
27,Private,180758
60,Local-gov,141637
41,Self-emp-not-inc,169023
34,Self-emp-not-inc,101266
30,Private,164190
35,Private,142282
39,Federal-gov,103984
64,Private,187601
17,Self-emp-not-inc,36218
29,State-gov,106334
37,Local-gov,249392
43,Self-emp-not-inc,110355
30,Self-emp-not-inc,117944
17,Private,163836
29,Private,145592
24,Private,108495
27,Self-emp-not-inc,212041
69,Self-emp-inc,182451
30,Private,124020
29,Private,199116
17,?,144114
61,Private,107438
70,Private,405362
32,Private,175856
21,?,262241
27,Self-emp-not-inc,420054
27,Private,86681
19,Private,187161
44,State-gov,691903
36,Private,219483
45,Private,199058
29,Private,192010
34,Federal-gov,419691
28,Local-gov,356089
34,Private,684015
18,Private,36882
39,Private,203180
34,Private,183811
35,Local-gov,103966
24,Private,304602
41,Private,57233
50,State-gov,289207
68,Private,224019
35,Private,267966
47,Private,214800
43,Local-gov,241528
35,Private,197365
34,Private,296724
26,Private,136226
50,Private,40623
22,Private,264874
20,Private,112847
18,?,236090
52,Self-emp-not-inc,89028
71,State-gov,210673
55,Private,60193
17,Private,216137
36,Private,139743
25,?,32276
39,Local-gov,423605
27,Private,298871
42,Private,318255
22,Private,347867
57,Private,279636
34,Private,405386
31,Private,297188
24,Private,182342
41,Self-emp-not-inc,229148
30,Private,189620
17,Private,413557
26,Self-emp-inc,246025
32,Private,390997
55,Private,102058
19,Private,247298
28,Private,140108
55,?,216941
49,Private,81654
23,Private,177526
43,Private,64631
40,Private,110028
41,Private,203761
23,Private,163870
59,Federal-gov,117299
20,Private,50648
21,Private,166517
28,?,173800
44,Self-emp-inc,181762
31,Self-emp-not-inc,340880
50,Self-emp-not-inc,114758
54,Private,138847
28,Private,215014
34,Private,183778
46,Private,273629
28,Self-emp-inc,113870
23,Private,213955
29,Private,114982
35,Private,205338
41,Self-emp-not-inc,57924
90,?,225063
35,Self-emp-not-inc,202027
20,Private,281356
42,Private,30824
56,Private,98809
31,Private,38223
23,Private,172232
60,Private,140544
28,Private,221366
32,Private,180799
36,Private,111499
44,Self-emp-not-inc,155930
34,Private,201122
27,Private,101709
49,Private,140121
48,Private,172709
47,Private,120131
34,Private,117444
27,Private,256764
31,Local-gov,176185
24,Private,223811
24,Private,201603
25,Private,138765
36,Private,133974
38,Federal-gov,137953
57,Private,103403
24,Private,461678
41,State-gov,70884
56,State-gov,466498
19,Private,148644
44,Private,190739
34,Private,299507
25,Private,211424
27,State-gov,106721
22,Private,192017
59,Private,530099
34,Private,119153
30,Private,202450
21,Private,50341
24,Private,140001
19,?,220517
82,?,52921
35,Private,31964
32,Private,148207
45,Private,151627
30,Private,402539
28,Self-emp-not-inc,188278
28,Self-emp-not-inc,96219
29,Private,340534
60,Private,160339
28,Private,120135
38,Federal-gov,303817
31,Private,181091
28,Private,200515
42,Private,160893
40,Local-gov,183096
24,Private,241367
37,Self-emp-inc,342084
36,Private,193855
39,Private,80410
22,Private,554317
46,Private,85109
28,Private,108569
34,Private,120959
42,Private,222011
43,Private,238530
35,Private,48404
60,Private,88055
33,Private,238381
22,Private,243923
39,Private,305597
33,Private,141841
39,Private,129764
37,Self-emp-not-inc,150993
63,Self-emp-not-inc,147140
46,State-gov,30219
48,Private,167967
33,Private,133278
65,Private,172510
39,Private,192251
43,Private,210844
28,Private,263015
50,Self-emp-not-inc,155118
24,State-gov,232918
48,Private,143542
35,Private,45607
62,Private,29828
42,Self-emp-not-inc,104118
60,Private,191446
50,Private,27484
40,Private,205987
39,Local-gov,143385
43,?,200508
43,Local-gov,186995
35,Private,54159
39,Private,113481
30,Local-gov,235271
32,Private,349365
18,Private,283637
37,Private,70282
26,Private,166051
51,Private,193720
35,?,124836
33,Private,236379
46,Private,122026
40,Private,114537
34,Private,191834
29,Private,420054
47,Self-emp-not-inc,160045
34,Private,303187
45,Private,190088
53,Private,126977
52,Self-emp-not-inc,63004
64,Private,391121
42,Private,211450
44,Private,156413
41,Private,116797
53,Local-gov,204447
25,Private,66935
20,Private,344278
29,Private,108574
56,Private,244605
45,Private,363677
56,Private,219762
38,Self-emp-inc,269318
62,Private,77884
28,Self-emp-not-inc,70100
31,Private,213643
24,Private,69640
65,Private,170012
40,Private,329924
31,Private,193285
35,Private,261241
42,Federal-gov,108183
20,Private,296618
30,Local-gov,257796
25,Private,155320
22,Private,151888
65,?,143118
31,Private,66278
56,Private,92444
51,Private,229272
36,Self-emp-not-inc,207202
44,State-gov,154176
49,Private,180899
28,Private,205337
57,Private,180779
33,Self-emp-not-inc,343021
49,Private,176814
74,State-gov,88638
48,Private,248059
38,Private,409604
39,Private,185053
46,Private,332884
56,Private,212864
27,Private,66473
17,Private,285169
28,Private,175431
18,?,152641
42,Private,339346
39,Private,287306
29,Self-emp-not-inc,70604
21,Private,88926
36,Private,91275
56,Private,244554
49,Private,232586
47,Self-emp-inc,127678
44,Private,162184
40,Private,408229
43,State-gov,139734
62,Private,197286
52,Private,229983
25,Private,252803
63,Self-emp-inc,110890
51,Private,160724
25,Private,89625
62,?,266037
27,Private,126730
48,Federal-gov,96854
32,Private,186788
36,Private,28996
30,Self-emp-not-inc,347166
45,State-gov,110311
27,Private,310850
41,Private,220694
61,Private,149405
70,Self-emp-inc,131699
55,Private,49996
35,Private,187112
36,Private,180859
29,Private,185647
30,Private,316606
45,Private,274657
39,Federal-gov,193583
18,Private,338836
28,Private,216814
27,Private,106935
38,Private,223433
33,Private,174789
25,Private,135603
25,?,344719
38,Private,372484
23,Private,181820
40,Private,235371
36,Self-emp-inc,216711
20,Private,299399
41,Private,202508
44,Private,172025
49,Self-emp-inc,246891
22,Private,450920
26,Private,53598
47,Private,103757
48,Private,76017
28,Self-emp-inc,80158
37,Federal-gov,90881
44,Private,427952
20,?,230955
53,Private,177916
36,Private,342642
77,Private,253642
21,Private,219086
24,Private,162593
30,Private,87561
51,Local-gov,142411
22,Private,154422
23,Private,169104
47,Private,193047
17,Private,151141
48,Private,267912
43,Private,137126
34,Private,152453
19,Private,357059
42,State-gov,202011
23,Private,98283
61,Self-emp-not-inc,176965
63,Private,187919
65,Private,274916
37,Private,105813
41,Local-gov,193524
35,Private,152734
21,Private,263641
48,Local-gov,102076
51,State-gov,155594
43,Private,33331
22,State-gov,156773
56,Self-emp-not-inc,115439
47,Private,181652
26,Private,120268
39,Private,196308
45,Self-emp-not-inc,40690
49,Private,228583
23,Private,695136
69,Private,209236
41,Federal-gov,214838
40,Self-emp-not-inc,188436
25,Private,177625
52,Private,124591
28,Private,230856
50,Federal-gov,221532
21,Private,232577
48,Private,168216
27,Private,214702
63,Private,237620
47,State-gov,54887
37,Self-emp-not-inc,164526
28,Private,224506
58,Private,183870
41,Private,208330
67,Self-emp-inc,168370
62,Self-emp-not-inc,320376
28,Private,192384
26,Private,167350
46,Self-emp-not-inc,103538
29,Private,58522
39,Private,191342
25,Private,193820
20,Private,258490
21,Private,56520
25,Private,102476
44,Self-emp-inc,311357
37,Private,166497
50,Private,160724
29,Private,338270
18,Private,282394
32,Private,383269
58,Private,119386
50,Private,196975
29,Private,334221
58,Private,27385
29,State-gov,133846
36,Private,361888
21,Private,230429
49,Private,328776
60,Private,243829
39,Private,306646
50,Private,138179
30,Private,280069
55,Private,305759
64,Local-gov,164876
29,Self-emp-inc,138597
40,Private,111483
42,Private,144778
55,Private,171015
43,Private,112494
28,Private,408473
46,State-gov,27802
34,Private,236318
47,Private,121836
43,Self-emp-not-inc,315971
24,Private,698418
21,Private,329530
65,Private,194456
20,Private,282579
31,State-gov,26401
38,State-gov,364958
22,Private,83998
20,Private,94364
44,Private,174189
44,Local-gov,101967
41,Private,146908
38,Private,126675
21,Private,31606
24,Private,132327
24,Private,112459
28,Private,48894
39,Private,181943
48,Private,247685
24,Local-gov,195808
50,Private,172052
50,Local-gov,50178
68,Private,351711
31,State-gov,190305
22,Private,464103
18,?,36348
25,Private,120238
28,Private,354095
17,Local-gov,308901
24,State-gov,208826
20,Private,369677
45,Federal-gov,98524
